player,balls_Faced,dots,singles,doubles,triples,fours,sixes,wickets,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob,dots_conc,singles_conc,doubles_conc,triples_conc,fours_conc,sixes_conc,wickets_conc,balls_bowled,dot_conc_prob,sing_conc_prob,doub_conc_prob,trip_conc_prob,four_conc_prob,six_conc_prob,wkt_conc_prob,Present_league
Pravin Tambe,39,22,14,0,0,1,0,2,0.564102564,0.358974359,0,0,0.025641026,0,0.051282051,176,309,56,1,64,28,28,662,0.265861027,0.466767372,0.084592145,0.001510574,0.096676737,0.042296073,0.042296073,222
Quinton de Kock,1110,403,394,51,4,156,54,48,0.363063063,0.354954955,0.045945946,0.003603604,0.140540541,0.048648649,0.043243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Ravichandran Ashwin,339,95,147,20,0,32,10,35,0.280235988,0.433628319,0.05899705,0,0.09439528,0.029498525,0.103244838,942,1401,174,9,199,121,125,2971,0.317064961,0.471558398,0.058566139,0.003029283,0.066980815,0.040727028,0.042073376,27
Rajat Bhatia,284,74,119,23,1,24,13,30,0.26056338,0.419014085,0.080985915,0.003521127,0.084507042,0.045774648,0.105633803,365,891,108,5,120,68,71,1628,0.224201474,0.547297297,0.066339066,0.003071253,0.073710074,0.041769042,0.043611794,222
Ricky Bhui,17,10,3,2,0,0,0,2,0.588235294,0.176470588,0.117647059,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Ravi Bishnoi,17,8,3,0,0,1,2,3,0.470588235,0.176470588,0,0,0.058823529,0.117647059,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Rishi Dhawan,135,49,48,13,1,13,4,7,0.362962963,0.355555556,0.096296296,0.007407407,0.096296296,0.02962963,0.051851852,133,239,44,1,51,16,18,502,0.264940239,0.476095618,0.087649402,0.001992032,0.101593625,0.03187251,0.035856574,23
Rahul Dravid,1880,706,681,118,1,269,28,77,0.375531915,0.362234043,0.062765957,0.000531915,0.143085106,0.014893617,0.040957447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Ryan McLaren,171,61,78,8,1,14,1,8,0.356725146,0.456140351,0.046783626,0.005847953,0.081871345,0.005847953,0.046783626,104,134,27,2,69,10,12,358,0.290502793,0.374301676,0.075418994,0.005586592,0.19273743,0.027932961,0.033519553,222
Riyan Parag,126,43,50,6,0,17,5,5,0.341269841,0.396825397,0.047619048,0,0.134920635,0.03968254,0.03968254,16,43,11,0,8,4,2,84,0.19047619,0.511904762,0.130952381,0,0.095238095,0.047619048,0.023809524,222
Ravi Rampaul,50,19,15,6,0,3,2,5,0.38,0.3,0.12,0,0.06,0.04,0.1,113,80,19,2,24,13,14,265,0.426415094,0.301886792,0.071698113,0.00754717,0.090566038,0.049056604,0.052830189,222
Rahul Sharma,75,32,14,7,0,5,3,14,0.426666667,0.186666667,0.093333333,0,0.066666667,0.04,0.186666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Rinku Singh,65,21,28,3,0,5,2,6,0.323076923,0.430769231,0.046153846,0,0.076923077,0.030769231,0.092307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Rahul Tewatia,89,27,35,7,0,11,3,6,0.303370787,0.393258427,0.078651685,0,0.123595506,0.033707865,0.06741573,96,139,12,1,17,20,13,298,0.322147651,0.466442953,0.040268456,0.003355705,0.05704698,0.067114094,0.043624161,2
Vinay Kumar,274,75,110,31,0,21,9,28,0.273722628,0.401459854,0.113138686,0,0.076642336,0.032846715,0.102189781,658,796,176,9,294,96,105,2134,0.308341143,0.373008435,0.082474227,0.004217432,0.137769447,0.044985942,0.049203374,222
Ravindra Jadeja,1571,449,692,145,5,135,65,80,0.28580522,0.440483768,0.092297899,0.003182686,0.085932527,0.04137492,0.050922979,706,1155,193,7,198,131,108,2498,0.282626101,0.462369896,0.077261809,0.002802242,0.079263411,0.052441954,0.043234588,28
Rahul Tripathi,553,169,210,42,2,74,27,29,0.305605787,0.379746835,0.075949367,0.003616637,0.133815552,0.048824593,0.05244123,0,4,0,0,2,0,0,6,0,0.666666667,0,0,0.333333333,0,0,2
Rashid Khan,63,13,18,6,0,5,9,12,0.206349206,0.285714286,0.095238095,0,0.079365079,0.142857143,0.19047619,388,455,48,2,90,46,55,1084,0.357933579,0.419741697,0.044280443,0.001845018,0.08302583,0.042435424,0.050738007,45
Rahul Chahar,13,4,3,2,0,2,0,2,0.307692308,0.230769231,0.153846154,0,0.153846154,0,0.153846154,124,138,11,0,23,19,15,330,0.375757576,0.418181818,0.033333333,0,0.06969697,0.057575758,0.045454545,5
Richard Levi,73,34,19,0,0,10,4,6,0.465753425,0.260273973,0,0,0.136986301,0.054794521,0.082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Rohit Sharma,3743,1177,1576,204,5,431,195,155,0.314453647,0.421052632,0.054501737,0.001335827,0.115148277,0.052097248,0.041410633,73,172,31,3,27,14,15,335,0.217910448,0.513432836,0.092537313,0.008955224,0.080597015,0.041791045,0.044776119,11
Ryan Harris,112,34,40,16,1,6,3,12,0.303571429,0.357142857,0.142857143,0.008928571,0.053571429,0.026785714,0.107142857,319,262,60,4,119,27,45,836,0.381578947,0.313397129,0.071770335,0.004784689,0.142344498,0.032296651,0.053827751,222
Robin Peterson,30,10,12,1,0,3,1,3,0.333333333,0.4,0.033333333,0,0.1,0.033333333,0.1,18,14,3,0,5,5,3,48,0.375,0.291666667,0.0625,0,0.104166667,0.104166667,0.0625,222
Rob Quiney,102,47,30,2,1,12,3,7,0.460784314,0.294117647,0.019607843,0.009803922,0.117647059,0.029411765,0.068627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Ryan ten Doeschate,235,63,102,15,0,26,15,14,0.268085106,0.434042553,0.063829787,0,0.110638298,0.063829787,0.059574468,20,48,6,0,4,3,2,83,0.240963855,0.578313253,0.072289157,0,0.048192771,0.036144578,0.024096386,222
RP Singh,76,24,31,2,1,2,1,15,0.315789474,0.407894737,0.026315789,0.013157895,0.026315789,0.013157895,0.197368421,654,628,124,8,253,69,90,1826,0.358159912,0.343921139,0.067907996,0.004381161,0.138554217,0.037787514,0.049288061,222
Rishab Pant,1066,286,415,69,2,152,94,48,0.268292683,0.389305816,0.064727955,0.001876173,0.142589118,0.088180113,0.045028143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ramesh Powar,64,24,23,7,0,6,1,3,0.375,0.359375,0.109375,0,0.09375,0.015625,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Rilee Rossouw,51,20,17,3,0,3,3,5,0.392156863,0.333333333,0.058823529,0,0.058823529,0.058823529,0.098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Ramnaresh Sarwan,75,27,31,6,0,6,1,4,0.36,0.413333333,0.08,0,0.08,0.013333333,0.053333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Ravi Bopara,453,142,204,27,7,39,16,18,0.313465784,0.450331126,0.059602649,0.015452539,0.086092715,0.035320088,0.039735099,50,98,12,0,25,10,11,206,0.242718447,0.475728155,0.058252427,0,0.121359223,0.048543689,0.053398058,222
Rohan Gavaskar,8,5,2,0,0,0,0,1,0.625,0.25,0,0,0,0,0.125,2,2,1,0,1,0,0,6,0.333333333,0.333333333,0.166666667,0,0.166666667,0,0,222
Ricky Ponting,128,59,47,6,0,5,2,9,0.4609375,0.3671875,0.046875,0,0.0390625,0.015625,0.0703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Robin Uthappa,3379,1144,1273,205,13,435,156,153,0.338561705,0.37673868,0.060668837,0.003847292,0.128736313,0.046167505,0.045279669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Sreekanth Anirudha,113,38,44,7,0,9,7,8,0.336283186,0.389380531,0.061946903,0,0.079646018,0.061946903,0.07079646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Sreenath Aravind,57,20,21,5,0,7,0,4,0.350877193,0.368421053,0.087719298,0,0.122807018,0,0.070175439,245,300,40,2,105,38,45,775,0.316129032,0.387096774,0.051612903,0.002580645,0.135483871,0.049032258,0.058064516,19
Samuel Badree,23,7,9,2,0,0,0,5,0.304347826,0.391304348,0.086956522,0,0,0,0.217391304,98,94,12,0,28,14,11,257,0.381322957,0.365758755,0.046692607,0,0.108949416,0.054474708,0.042801556,222
Subramaniyam Badrinath,1212,413,484,85,1,154,28,47,0.340759076,0.399339934,0.070132013,0.000825083,0.127062706,0.02310231,0.038778878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Shivnarine Chanderpaul,31,15,9,0,0,4,0,3,0.483870968,0.290322581,0,0,0.129032258,0,0.096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Sam Curran,55,17,11,7,0,13,3,4,0.309090909,0.2,0.127272727,0,0.236363636,0.054545455,0.072727273,48,81,23,0,31,12,10,205,0.234146341,0.395121951,0.112195122,0,0.151219512,0.058536585,0.048780488,5
Shikhar Dhawan,3669,1250,1443,201,18,524,96,137,0.340692287,0.393295176,0.05478332,0.004905969,0.142818207,0.026165168,0.037339875,13,18,1,0,7,3,4,46,0.282608696,0.391304348,0.02173913,0,0.152173913,0.065217391,0.086956522,28
Shivam Dube,33,9,16,1,0,1,3,3,0.272727273,0.484848485,0.03030303,0,0.03030303,0.090909091,0.090909091,3,8,0,0,0,0,0,11,0.272727273,0.727272727,0,0,0,0,0,6
Shubman Gill,377,98,177,27,2,43,15,15,0.25994695,0.469496021,0.071618037,0.00530504,0.114058355,0.039787798,0.039787798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Shreyas Gopal,118,38,47,9,0,14,1,9,0.322033898,0.398305085,0.076271186,0,0.118644068,0.008474576,0.076271186,167,262,39,2,38,39,38,585,0.285470085,0.447863248,0.066666667,0.003418803,0.064957265,0.066666667,0.064957265,19
Shimron Hetmyer,73,26,30,1,0,4,7,5,0.356164384,0.410958904,0.01369863,0,0.054794521,0.095890411,0.068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Siddarth Kaul,28,16,4,4,0,0,0,4,0.571428571,0.142857143,0.142857143,0,0,0,0.142857143,259,432,69,0,126,51,49,986,0.262677485,0.438133874,0.069979716,0,0.127789047,0.051724138,0.04969574,97
Shivil Kaushik,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62,85,14,0,25,14,6,206,0.300970874,0.412621359,0.067961165,0,0.121359223,0.067961165,0.029126214,222
Sandeep Lamichhane,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62,86,10,0,21,17,13,209,0.296650718,0.411483254,0.04784689,0,0.100478469,0.081339713,0.062200957,222
Shivam Mavi,15,4,5,2,0,1,0,3,0.266666667,0.333333333,0.133333333,0,0.066666667,0,0.2,56,68,9,0,22,16,5,176,0.318181818,0.386363636,0.051136364,0,0.125,0.090909091,0.028409091,222
Shahbaz Nadeem,78,40,22,3,0,1,0,12,0.512820513,0.282051282,0.038461538,0,0.012820513,0,0.153846154,372,607,76,6,98,66,42,1267,0.293606946,0.479084451,0.059984215,0.004735596,0.077348066,0.052091555,0.033149171,4
Suraj Randiv,4,2,0,1,0,0,0,1,0.5,0,0.25,0,0,0,0.25,54,79,14,2,20,5,6,180,0.3,0.438888889,0.077777778,0.011111111,0.111111111,0.027777778,0.033333333,222
Sherfane Rutherford,54,20,17,3,0,2,7,5,0.37037037,0.314814815,0.055555556,0,0.037037037,0.12962963,0.092592593,6,29,4,0,4,1,1,45,0.133333333,0.644444444,0.088888889,0,0.088888889,0.022222222,0.022222222,222
Sandeep Sharma,42,14,22,1,0,2,0,3,0.333333333,0.523809524,0.023809524,0,0.047619048,0,0.071428571,633,623,118,5,228,79,95,1781,0.355418304,0.349803481,0.066254913,0.002807412,0.128017967,0.044357103,0.05334082,97
S Sreesanth,55,37,6,2,0,6,0,4,0.672727273,0.109090909,0.036363636,0,0.109090909,0,0.072727273,359,299,56,4,128,39,40,925,0.388108108,0.323243243,0.060540541,0.004324324,0.138378378,0.042162162,0.043243243,222
Sudeep Tyagi,4,0,3,0,0,0,0,1,0,0.75,0,0,0,0,0.25,87,63,12,0,34,12,6,214,0.406542056,0.294392523,0.056074766,0,0.158878505,0.056074766,0.028037383,222
Sean Abott,13,5,3,1,0,1,1,2,0.384615385,0.230769231,0.076923077,0,0.076923077,0.076923077,0.153846154,6,15,2,0,8,1,0,32,0.1875,0.46875,0.0625,0,0.25,0.03125,0,222
Swapnil Asnodkar,339,131,105,17,0,56,10,20,0.386430678,0.309734513,0.050147493,0,0.16519174,0.029498525,0.05899705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Suryakumar Yadav,465,132,196,32,2,54,21,28,0.283870968,0.421505376,0.068817204,0.004301075,0.116129032,0.04516129,0.060215054,2,2,1,0,1,0,0,6,0.333333333,0.333333333,0.166666667,0,0.166666667,0,0,27
Sachin Baby,101,27,37,13,0,11,5,8,0.267326733,0.366336634,0.128712871,0,0.108910891,0.04950495,0.079207921,3,4,0,0,1,0,2,10,0.3,0.4,0,0,0.1,0,0.2,19
Salman Butt,161,68,47,7,0,30,2,7,0.422360248,0.291925466,0.043478261,0,0.186335404,0.01242236,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Sanjay Bangar,58,21,25,1,0,1,3,7,0.362068966,0.431034483,0.017241379,0,0.017241379,0.051724138,0.120689655,51,53,10,1,24,7,4,150,0.34,0.353333333,0.066666667,0.006666667,0.16,0.046666667,0.026666667,222
Shadab Jakati,29,10,14,1,0,3,0,1,0.344827586,0.482758621,0.034482759,0,0.103448276,0,0.034482759,290,491,88,7,97,60,47,1080,0.268518519,0.45462963,0.081481481,0.006481481,0.089814815,0.055555556,0.043518519,222
Scott Styris,133,45,63,5,0,10,3,7,0.338345865,0.473684211,0.037593985,0,0.07518797,0.022556391,0.052631579,75,92,12,0,19,14,8,220,0.340909091,0.418181818,0.054545455,0,0.086363636,0.063636364,0.036363636,222
Sourav Ganguly,1262,546,427,54,3,137,42,53,0.432646593,0.338351823,0.042789223,0.002377179,0.108557845,0.033280507,0.04199683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Siddhesh Lad,13,7,2,0,1,1,1,1,0.538461538,0.153846154,0,0.076923077,0.076923077,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Shane Bond,2,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0.5,66,72,13,0,27,3,9,190,0.347368421,0.378947368,0.068421053,0,0.142105263,0.015789474,0.047368421,222
Shaun Marsh,1865,630,724,99,6,266,78,62,0.337801609,0.388203753,0.05308311,0.003217158,0.142627346,0.041823056,0.033243968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Shahid Afridi,45,12,12,0,0,7,6,8,0.266666667,0.266666667,0,0,0.155555556,0.133333333,0.177777778,48,81,13,0,19,7,9,177,0.271186441,0.457627119,0.073446328,0,0.107344633,0.039548023,0.050847458,222
Shakib Al Hasan,589,163,256,45,0,70,20,35,0.276740238,0.434634975,0.076400679,0,0.118845501,0.033955857,0.05942275,396,618,87,2,109,69,59,1340,0.295522388,0.46119403,0.064925373,0.001492537,0.081343284,0.051492537,0.044029851,11
Shivam Sharma,3,0,1,0,0,1,0,1,0,0.333333333,0,0,0.333333333,0,0.333333333,33,47,11,0,9,10,4,114,0.289473684,0.412280702,0.096491228,0,0.078947368,0.087719298,0.035087719,222
Shoaib Ahmed,6,3,1,0,0,0,0,2,0.5,0.166666667,0,0,0,0,0.333333333,28,41,5,1,14,7,5,101,0.277227723,0.405940594,0.04950495,0.00990099,0.138613861,0.069306931,0.04950495,222
Shoaib Akhtar,7,4,2,0,0,0,0,1,0.571428571,0.285714286,0,0,0,0,0.142857143,18,12,3,0,6,2,5,46,0.391304348,0.260869565,0.065217391,0,0.130434783,0.043478261,0.108695652,222
Shoaib Malik,47,10,24,4,0,5,0,4,0.212765957,0.510638298,0.085106383,0,0.106382979,0,0.085106383,13,23,8,0,7,3,2,56,0.232142857,0.410714286,0.142857143,0,0.125,0.053571429,0.035714286,222
Suresh Raina,3913,1124,1666,264,11,493,194,161,0.287247636,0.425760286,0.067467416,0.002811142,0.125990289,0.049578329,0.041144902,255,467,44,5,71,44,25,911,0.279912184,0.512623491,0.048298573,0.005488474,0.077936334,0.048298573,0.027442371,45
Siddharth Trivedi,59,28,16,4,0,3,1,7,0.474576271,0.271186441,0.06779661,0,0.050847458,0.016949153,0.118644068,427,682,133,7,151,51,65,1516,0.281662269,0.449868074,0.087730871,0.004617414,0.099604222,0.033641161,0.042875989,222
Shane Warne,214,80,82,12,0,14,6,20,0.373831776,0.38317757,0.056074766,0,0.065420561,0.028037383,0.093457944,369,528,100,5,92,56,57,1207,0.305716653,0.437448219,0.082850041,0.004142502,0.076222038,0.046396023,0.047224524,222
Lasith Malinga,99,39,32,1,0,6,5,16,0.393939394,0.323232323,0.01010101,0,0.060606061,0.050505051,0.161616162,974,1144,199,7,312,85,170,2891,0.336907644,0.395710827,0.068834313,0.002421308,0.107921135,0.029401591,0.058803182,28
Simon Katich,186,70,56,15,1,26,8,10,0.376344086,0.301075269,0.080645161,0.005376344,0.139784946,0.043010753,0.053763441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Shaun Pollock,111,34,47,2,0,12,8,8,0.306306306,0.423423423,0.018018018,0,0.108108108,0.072072072,0.072072072,119,93,14,2,30,9,11,278,0.428057554,0.334532374,0.050359712,0.007194245,0.107913669,0.032374101,0.039568345,222
Sachitra Senanayake,17,7,8,1,0,0,0,1,0.411764706,0.470588235,0.058823529,0,0,0,0.058823529,64,87,9,2,17,5,9,193,0.331606218,0.450777202,0.046632124,0.010362694,0.088082902,0.025906736,0.046632124,222
Sarfaraz Khan,286,73,122,20,0,45,11,15,0.255244755,0.426573427,0.06993007,0,0.157342657,0.038461538,0.052447552,0,0,1,0,1,0,0,2,0,0,0.5,0,0.5,0,0,19
Shardul Thakur,21,2,6,2,0,5,1,5,0.095238095,0.285714286,0.095238095,0,0.238095238,0.047619048,0.238095238,227,264,53,6,105,42,36,733,0.309686221,0.360163711,0.072305593,0.008185539,0.14324693,0.057298772,0.049113233,222
Sohail Tanvir,29,6,14,2,0,3,1,3,0.206896552,0.482758621,0.068965517,0,0.103448276,0.034482759,0.103448276,99,86,15,0,27,7,22,256,0.38671875,0.3359375,0.05859375,0,0.10546875,0.02734375,0.0859375,222
Stephen Fleming,165,71,42,11,2,27,3,9,0.43030303,0.254545455,0.066666667,0.012121212,0.163636364,0.018181818,0.054545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Shreewats Goswami,291,110,110,17,1,32,3,18,0.378006873,0.378006873,0.058419244,0.003436426,0.109965636,0.010309278,0.06185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Sheldon Jackson,31,8,14,2,0,5,0,2,0.258064516,0.451612903,0.064516129,0,0.161290323,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Sunil Narine,457,163,97,15,1,93,44,44,0.356673961,0.212253829,0.032822757,0.002188184,0.203501094,0.096280088,0.096280088,916,1018,176,6,220,92,122,2550,0.359215686,0.399215686,0.069019608,0.002352941,0.08627451,0.036078431,0.047843137,18
Steve Smith,1568,426,716,137,6,180,49,54,0.271683673,0.456632653,0.087372449,0.003826531,0.114795918,0.03125,0.034438776,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0,19
Sachin Tendulkar,1948,709,721,117,7,296,29,69,0.363963039,0.370123203,0.060061602,0.003593429,0.151950719,0.014887064,0.035420945,4,22,3,0,6,1,0,36,0.111111111,0.611111111,0.083333333,0,0.166666667,0.027777778,0,222
Shane Watson,2563,940,849,132,8,343,177,114,0.366757706,0.331252439,0.051502146,0.003121342,0.133827546,0.069059696,0.044479126,711,781,133,6,292,74,92,2089,0.340354236,0.373863092,0.063666826,0.002872188,0.139779799,0.035423648,0.044040211,4
Shreyas Iyer,1323,442,543,66,1,149,67,55,0.334089191,0.410430839,0.049886621,0.000755858,0.112622827,0.050642479,0.041572184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Saurabh Tiwary,1067,336,464,82,2,93,45,45,0.314901593,0.434864105,0.076850984,0.001874414,0.087160262,0.042174321,0.042174321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Sanath Jayasuriya,531,223,128,22,7,84,39,28,0.419962335,0.241054614,0.041431262,0.013182674,0.15819209,0.073446328,0.052730697,70,154,21,0,22,16,13,296,0.236486486,0.52027027,0.070945946,0,0.074324324,0.054054054,0.043918919,222
Stuart Binny,683,205,263,61,7,66,35,46,0.300146413,0.385065886,0.089311859,0.010248902,0.096632504,0.05124451,0.067349927,177,268,47,3,76,14,22,607,0.291598023,0.441515651,0.077429984,0.004942339,0.125205931,0.02306425,0.036243822,2
Sunny Gupta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,1,0,4,3,0,19,0,0.578947368,0.052631579,0,0.210526316,0.157894737,0,222
Sunny Singh,31,8,11,1,0,6,1,4,0.258064516,0.35483871,0.032258065,0,0.193548387,0.032258065,0.129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Sanju Samson,1696,517,696,133,11,170,89,80,0.304834906,0.410377358,0.078419811,0.006485849,0.100235849,0.052476415,0.047169811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Sam Billings,250,66,99,24,1,31,10,19,0.264,0.396,0.096,0.004,0.124,0.04,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Shaun Tait,26,8,13,0,0,1,1,3,0.307692308,0.5,0,0,0.038461538,0.038461538,0.115384615,177,191,32,1,70,12,23,506,0.349802372,0.377470356,0.063241107,0.001976285,0.138339921,0.023715415,0.045454545,222
Swapnil Singh,20,7,8,2,0,0,0,3,0.35,0.4,0.1,0,0,0,0.15,9,38,6,0,1,6,1,61,0.147540984,0.62295082,0.098360656,0,0.016393443,0.098360656,0.016393443,222
Tom Curran,28,11,11,0,0,3,0,3,0.392857143,0.392857143,0,0,0.107142857,0,0.107142857,9,28,6,0,6,9,6,64,0.140625,0.4375,0.09375,0,0.09375,0.140625,0.09375,222
Tatenda Taibu,26,6,9,5,0,3,0,3,0.230769231,0.346153846,0.192307692,0,0.115384615,0,0.115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Trent Boult,14,7,2,2,0,0,1,2,0.5,0.142857143,0.142857143,0,0,0.071428571,0.142857143,252,282,48,3,125,38,38,786,0.320610687,0.358778626,0.061068702,0.003816794,0.159033079,0.048346056,0.048346056,5
Tim Paine,26,14,10,0,0,0,0,2,0.538461538,0.384615385,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Tim Southee,89,25,34,10,0,8,4,8,0.280898876,0.382022472,0.112359551,0,0.08988764,0.04494382,0.08988764,300,327,71,9,135,42,28,912,0.328947368,0.358552632,0.077850877,0.009868421,0.148026316,0.046052632,0.030701754,222
Tirumala Setty Suman,575,211,205,43,3,55,26,32,0.366956522,0.356521739,0.074782609,0.005217391,0.095652174,0.045217391,0.055652174,37,75,15,0,8,10,6,151,0.245033113,0.496688742,0.099337748,0,0.052980132,0.066225166,0.039735099,222
Tilakaratne Dilshan,1007,409,335,54,2,140,24,43,0.406156902,0.332671301,0.053624628,0.001986097,0.139026812,0.023833168,0.042701092,74,137,14,1,27,15,5,273,0.271062271,0.501831502,0.051282051,0.003663004,0.098901099,0.054945055,0.018315018,222
Travis Head,148,33,67,21,0,12,8,7,0.222972973,0.452702703,0.141891892,0,0.081081081,0.054054054,0.047297297,5,27,6,0,3,5,2,48,0.104166667,0.5625,0.125,0,0.0625,0.104166667,0.041666667,19
Travis Birt,58,21,15,6,0,9,2,5,0.362068966,0.25862069,0.103448276,0,0.155172414,0.034482759,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Tymal Mills,11,5,2,0,0,0,1,3,0.454545455,0.181818182,0,0,0,0.090909091,0.272727273,36,37,6,1,15,6,5,106,0.339622642,0.349056604,0.056603774,0.009433962,0.141509434,0.056603774,0.047169811,222
Unmukt Chand,300,136,88,15,0,32,9,20,0.453333333,0.293333333,0.05,0,0.106666667,0.03,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Umar Gul,19,5,5,0,0,1,5,3,0.263157895,0.263157895,0,0,0.052631579,0.263157895,0.157894737,39,59,13,0,16,5,12,144,0.270833333,0.409722222,0.090277778,0,0.111111111,0.034722222,0.083333333,222
Usman Khawaja,100,32,38,6,1,14,3,6,0.32,0.38,0.06,0.01,0.14,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Umesh Yadav,126,48,46,4,0,11,4,13,0.380952381,0.365079365,0.031746032,0,0.087301587,0.031746032,0.103174603,822,929,152,15,381,111,119,2529,0.325029656,0.367338869,0.060102807,0.005931198,0.150652432,0.043890866,0.047054172,222
Virat Kohli,4112,1269,1725,292,11,481,191,143,0.308608949,0.419503891,0.071011673,0.002675097,0.116974708,0.046449416,0.034776265,48,145,28,0,24,11,4,260,0.184615385,0.557692308,0.107692308,0,0.092307692,0.042307692,0.015384615,11
Veer Pratap Singh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,61,80,13,2,31,10,10,207,0.29468599,0.38647343,0.062801932,0.009661836,0.149758454,0.048309179,0.048309179,222
Virender Sehwag,1755,560,558,96,2,334,106,99,0.319088319,0.317948718,0.054700855,0.001139601,0.19031339,0.06039886,0.056410256,38,54,4,0,18,16,6,136,0.279411765,0.397058824,0.029411765,0,0.132352941,0.117647059,0.044117647,222
Vijay Shankar,416,102,200,37,1,34,24,18,0.245192308,0.480769231,0.088942308,0.002403846,0.081730769,0.057692308,0.043269231,21,43,6,0,14,6,2,92,0.22826087,0.467391304,0.065217391,0,0.152173913,0.065217391,0.02173913,18
Vishnu Vinod,26,12,9,0,0,1,1,3,0.461538462,0.346153846,0,0,0.038461538,0.038461538,0.115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Varun Aaron,62,29,21,4,0,2,2,4,0.467741935,0.338709677,0.064516129,0,0.032258065,0.032258065,0.064516129,320,335,56,8,142,46,42,949,0.33719705,0.353003161,0.059009484,0.008429926,0.149631191,0.048472076,0.044257113,222
VRV Singh,3,0,0,0,0,1,0,2,0,0,0,0,0.333333333,0,0.666666667,102,142,31,3,58,15,12,363,0.280991736,0.391184573,0.085399449,0.008264463,0.159779614,0.041322314,0.033057851,222
VVS Laxman,267,100,100,10,0,33,5,19,0.374531835,0.374531835,0.037453184,0,0.123595506,0.018726592,0.071161049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Washington Sundar,53,16,14,7,1,5,4,6,0.301886792,0.264150943,0.132075472,0.018867925,0.094339623,0.075471698,0.113207547,112,154,14,0,30,24,16,350,0.32,0.44,0.04,0,0.085714286,0.068571429,0.045714286,27
Wayne Parnell,75,25,31,5,0,4,1,9,0.333333333,0.413333333,0.066666667,0,0.053333333,0.013333333,0.12,215,211,37,0,80,11,26,580,0.370689655,0.363793103,0.063793103,0,0.137931034,0.018965517,0.044827586,222
Wriddhiman Saha,1346,405,529,115,4,160,59,74,0.30089153,0.393016345,0.085438336,0.002971768,0.118870728,0.043833581,0.054977712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Yashpal Singh,66,34,20,2,1,5,0,4,0.515151515,0.303030303,0.03030303,0.015151515,0.075757576,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
