crr_ran,over,wickets_fell,total_Score_range,dot,sing,doub,triple,four,six,wicket,total,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob
9.5 to 10,13,0,120 to 130,3,4,2,0,2,2,0,13,0.230769231,0.307692308,0.153846154,0,0.153846154,0.153846154,0
9.5 to 10,13,1,110 to 120,3,4,1,0,2,1,0,11,0.272727273,0.363636364,0.090909091,0,0.181818182,0.090909091,0
9.5 to 10,13,0,120 to 130,5,22,3,0,5,2,2,39,0.128205128,0.564102564,0.076923077,0,0.128205128,0.051282051,0.051282051
9.5 to 10,13,1,130 to 140,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9.5 to 10,13,1,110 to 120,1,3,2,0,1,2,1,10,0.1,0.3,0.2,0,0.1,0.2,0.1
9.5 to 10,13,1,120 to 130,6,11,1,0,4,6,2,30,0.2,0.366666667,0.033333333,0,0.133333333,0.2,0.066666667
9.5 to 10,13,2,130 to 140,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,13,3,110 to 120,1,2,0,0,0,1,0,4,0.25,0.5,0,0,0,0.25,0
9.5 to 10,13,2,120 to 130,3,6,3,0,1,1,3,17,0.176470588,0.352941176,0.176470588,0,0.058823529,0.058823529,0.176470588
9.5 to 10,13,4,110 to 120,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
9.5 to 10,13,4,120 to 130,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0
9.5 to 10,13,4,130 to 140,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
9.5 to 10,14,0,120 to 130,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,14,0,130 to 140,0,1,1,0,0,1,0,3,0,0.333333333,0.333333333,0,0,0.333333333,0
9.5 to 10,14,1,120 to 130,2,4,0,0,1,1,0,8,0.25,0.5,0,0,0.125,0.125,0
9.5 to 10,14,0,130 to 140,9,14,1,0,4,4,2,34,0.264705882,0.411764706,0.029411765,0,0.117647059,0.117647059,0.058823529
9.5 to 10,14,2,120 to 130,3,7,0,0,3,3,0,16,0.1875,0.4375,0,0,0.1875,0.1875,0
9.5 to 10,14,2,130 to 140,7,17,3,1,4,4,0,36,0.194444444,0.472222222,0.083333333,0.027777778,0.111111111,0.111111111,0
9.5 to 10,14,2,120 to 130,1,4,1,0,0,1,2,9,0.111111111,0.444444444,0.111111111,0,0,0.111111111,0.222222222
9.5 to 10,14,2,130 to 140,6,7,1,0,3,1,1,19,0.315789474,0.368421053,0.052631579,0,0.157894737,0.052631579,0.052631579
9.5 to 10,14,4,130 to 140,1,8,0,0,1,0,0,10,0.1,0.8,0,0,0.1,0,0
9.5 to 10,15,1,130 to 140,1,7,2,0,3,1,0,14,0.071428571,0.5,0.142857143,0,0.214285714,0.071428571,0
9.5 to 10,15,1,140 to 150,3,16,1,0,5,9,0,34,0.088235294,0.470588235,0.029411765,0,0.147058824,0.264705882,0
9.5 to 10,15,2,130 to 140,1,3,1,0,3,0,0,8,0.125,0.375,0.125,0,0.375,0,0
9.5 to 10,15,1,140 to 150,8,12,3,0,7,5,1,36,0.222222222,0.333333333,0.083333333,0,0.194444444,0.138888889,0.027777778
9.5 to 10,15,3,130 to 140,2,3,0,0,2,0,0,7,0.285714286,0.428571429,0,0,0.285714286,0,0
9.5 to 10,15,2,140 to 150,5,6,3,0,4,4,4,26,0.192307692,0.230769231,0.115384615,0,0.153846154,0.153846154,0.153846154
9.5 to 10,15,3,130 to 140,2,1,2,0,0,1,1,7,0.285714286,0.142857143,0.285714286,0,0,0.142857143,0.142857143
9.5 to 10,15,3,140 to 150,1,4,0,0,2,1,2,10,0.1,0.4,0,0,0.2,0.1,0.2
9.5 to 10,15,5,140 to 150,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0
9.5 to 10,16,1,140 to 150,0,3,0,0,3,1,0,7,0,0.428571429,0,0,0.428571429,0.142857143,0
9.5 to 10,16,1,150 to 160,1,12,2,0,5,7,0,27,0.037037037,0.444444444,0.074074074,0,0.185185185,0.259259259,0
9.5 to 10,16,1,160 to 170,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9.5 to 10,16,2,140 to 150,1,4,3,0,2,3,0,13,0.076923077,0.307692308,0.230769231,0,0.153846154,0.230769231,0
9.5 to 10,16,1,150 to 160,4,11,1,0,7,3,2,28,0.142857143,0.392857143,0.035714286,0,0.25,0.107142857,0.071428571
9.5 to 10,16,2,160 to 170,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,16,3,140 to 150,6,7,4,0,3,1,0,21,0.285714286,0.333333333,0.19047619,0,0.142857143,0.047619048,0
9.5 to 10,16,2,150 to 160,7,15,1,0,4,1,4,32,0.21875,0.46875,0.03125,0,0.125,0.03125,0.125
9.5 to 10,16,3,140 to 150,2,1,1,0,1,2,2,9,0.222222222,0.111111111,0.111111111,0,0.111111111,0.222222222,0.222222222
9.5 to 10,16,3,150 to 160,5,13,3,0,2,5,1,29,0.172413793,0.448275862,0.103448276,0,0.068965517,0.172413793,0.034482759
9.5 to 10,16,4,150 to 160,2,3,0,0,0,0,2,7,0.285714286,0.428571429,0,0,0,0,0.285714286
9.5 to 10,16,5,150 to 160,1,2,0,0,0,0,1,4,0.25,0.5,0,0,0,0,0.25
9.5 to 10,17,1,150 to 160,2,2,1,0,2,2,0,9,0.222222222,0.222222222,0.111111111,0,0.222222222,0.222222222,0
9.5 to 10,17,1,160 to 170,2,9,1,1,4,3,0,20,0.1,0.45,0.05,0.05,0.2,0.15,0
9.5 to 10,17,1,150 to 160,1,5,1,0,2,2,1,12,0.083333333,0.416666667,0.083333333,0,0.166666667,0.166666667,0.083333333
9.5 to 10,17,1,160 to 170,9,22,5,0,5,4,2,47,0.191489362,0.468085106,0.106382979,0,0.106382979,0.085106383,0.042553191
9.5 to 10,17,2,170 to 180,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,17,2,150 to 160,4,4,2,0,3,3,1,17,0.235294118,0.235294118,0.117647059,0,0.176470588,0.176470588,0.058823529
9.5 to 10,17,2,160 to 170,6,19,6,1,8,8,4,52,0.115384615,0.365384615,0.115384615,0.019230769,0.153846154,0.153846154,0.076923077
9.5 to 10,17,3,170 to 180,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,17,3,150 to 160,4,5,1,0,2,2,2,16,0.25,0.3125,0.0625,0,0.125,0.125,0.125
9.5 to 10,17,3,160 to 170,6,11,4,0,4,1,2,28,0.214285714,0.392857143,0.142857143,0,0.142857143,0.035714286,0.071428571
9.5 to 10,17,5,150 to 160,1,2,0,0,1,0,0,4,0.25,0.5,0,0,0.25,0,0
9.5 to 10,17,4,160 to 170,3,4,1,0,0,1,1,10,0.3,0.4,0.1,0,0,0.1,0.1
9.5 to 10,17,5,150 to 160,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
9.5 to 10,18,1,160 to 170,0,0,1,0,0,1,0,2,0,0,0.5,0,0,0.5,0
9.5 to 10,18,1,170 to 180,0,6,0,0,2,0,0,8,0,0.75,0,0,0.25,0,0
9.5 to 10,18,2,160 to 170,1,10,1,0,3,2,0,17,0.058823529,0.588235294,0.058823529,0,0.176470588,0.117647059,0
9.5 to 10,18,2,170 to 180,5,6,4,0,7,3,0,25,0.2,0.24,0.16,0,0.28,0.12,0
9.5 to 10,18,3,160 to 170,4,8,1,0,3,2,0,18,0.222222222,0.444444444,0.055555556,0,0.166666667,0.111111111,0
9.5 to 10,18,2,170 to 180,6,20,5,0,6,7,4,48,0.125,0.416666667,0.104166667,0,0.125,0.145833333,0.083333333
9.5 to 10,18,3,160 to 170,1,4,3,0,2,1,4,15,0.066666667,0.266666667,0.2,0,0.133333333,0.066666667,0.266666667
9.5 to 10,18,3,170 to 180,4,15,1,0,6,3,4,33,0.121212121,0.454545455,0.03030303,0,0.181818182,0.090909091,0.121212121
9.5 to 10,18,4,160 to 170,2,5,0,0,4,1,2,14,0.142857143,0.357142857,0,0,0.285714286,0.071428571,0.142857143
9.5 to 10,18,4,170 to 180,1,5,4,0,2,3,1,16,0.0625,0.3125,0.25,0,0.125,0.1875,0.0625
9.5 to 10,18,5,180 to 190,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
9.5 to 10,18,5,160 to 170,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
9.5 to 10,18,5,170 to 180,1,2,0,0,1,1,1,6,0.166666667,0.333333333,0,0,0.166666667,0.166666667,0.166666667
9.5 to 10,18,6,170 to 180,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9.5 to 10,19,1,170 to 180,2,1,0,0,1,0,0,4,0.5,0.25,0,0,0.25,0,0
9.5 to 10,19,1,180 to 190,0,2,1,0,2,0,0,5,0,0.4,0.2,0,0.4,0,0
9.5 to 10,19,2,170 to 180,0,2,4,0,1,1,0,8,0,0.25,0.5,0,0.125,0.125,0
9.5 to 10,19,1,180 to 190,4,12,3,0,3,2,1,25,0.16,0.48,0.12,0,0.12,0.08,0.04
9.5 to 10,19,2,170 to 180,2,10,5,0,2,0,2,21,0.095238095,0.476190476,0.238095238,0,0.095238095,0,0.095238095
9.5 to 10,19,2,180 to 190,6,6,7,2,2,3,3,29,0.206896552,0.206896552,0.24137931,0.068965517,0.068965517,0.103448276,0.103448276
9.5 to 10,19,3,170 to 180,4,7,2,0,1,3,1,18,0.222222222,0.388888889,0.111111111,0,0.055555556,0.166666667,0.055555556
9.5 to 10,19,3,180 to 190,1,12,3,0,8,7,2,33,0.03030303,0.363636364,0.090909091,0,0.242424242,0.212121212,0.060606061
9.5 to 10,19,4,190 to 200,0,1,0,0,0,1,0,2,0,0.5,0,0,0,0.5,0
9.5 to 10,19,4,170 to 180,4,5,1,0,0,2,3,15,0.266666667,0.333333333,0.066666667,0,0,0.133333333,0.2
9.5 to 10,19,4,180 to 190,9,19,5,0,4,4,1,42,0.214285714,0.452380952,0.119047619,0,0.095238095,0.095238095,0.023809524
9.5 to 10,19,4,190 to 200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9.5 to 10,19,6,170 to 180,0,4,0,0,1,2,0,7,0,0.571428571,0,0,0.142857143,0.285714286,0
9.5 to 10,19,5,180 to 190,2,4,2,0,3,2,2,15,0.133333333,0.266666667,0.133333333,0,0.2,0.133333333,0.133333333
9.5 to 10,19,7,170 to 180,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0
9.5 to 10,19,7,180 to 190,1,3,0,0,2,1,0,7,0.142857143,0.428571429,0,0,0.285714286,0.142857143,0
9.5 to 10,20,1,180 to 190,0,2,1,0,0,1,0,4,0,0.5,0.25,0,0,0.25,0
9.5 to 10,20,1,190 to 200,0,0,4,0,1,0,0,5,0,0,0.8,0,0.2,0,0
9.5 to 10,20,2,180 to 190,1,5,1,0,4,2,0,13,0.076923077,0.384615385,0.076923077,0,0.307692308,0.153846154,0
9.5 to 10,20,2,190 to 200,1,5,6,0,3,2,0,17,0.058823529,0.294117647,0.352941176,0,0.176470588,0.117647059,0
9.5 to 10,20,2,180 to 190,1,6,0,1,3,2,1,14,0.071428571,0.428571429,0,0.071428571,0.214285714,0.142857143,0.071428571
9.5 to 10,20,2,190 to 200,4,14,5,0,6,2,2,33,0.121212121,0.424242424,0.151515152,0,0.181818182,0.060606061,0.060606061
9.5 to 10,20,3,200 to 210,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,20,3,180 to 190,5,9,6,1,4,2,2,29,0.172413793,0.310344828,0.206896552,0.034482759,0.137931034,0.068965517,0.068965517
9.5 to 10,20,3,190 to 200,4,10,2,0,11,3,3,33,0.121212121,0.303030303,0.060606061,0,0.333333333,0.090909091,0.090909091
9.5 to 10,20,4,200 to 210,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,20,4,180 to 190,2,9,3,0,0,0,4,18,0.111111111,0.5,0.166666667,0,0,0,0.222222222
9.5 to 10,20,4,190 to 200,5,9,3,0,3,1,2,23,0.217391304,0.391304348,0.130434783,0,0.130434783,0.043478261,0.086956522
9.5 to 10,20,5,180 to 190,1,3,0,0,0,0,1,5,0.2,0.6,0,0,0,0,0.2
9.5 to 10,20,5,190 to 200,4,3,1,0,3,4,5,20,0.2,0.15,0.05,0,0.15,0.2,0.25
9.5 to 10,20,5,200 to 210,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9.5 to 10,20,6,180 to 190,1,5,0,0,1,0,4,11,0.090909091,0.454545455,0,0,0.090909091,0,0.363636364
9.5 to 10,20,6,190 to 200,2,10,5,0,1,1,5,24,0.083333333,0.416666667,0.208333333,0,0.041666667,0.041666667,0.208333333
9.5 to 10,20,7,190 to 200,0,1,0,0,1,0,2,4,0,0.25,0,0,0.25,0,0.5
9.5 to 10,20,8,190 to 200,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
9 to 9.5,1,0,0 to 10,3,3,3,1,2,1,0,13,0.230769231,0.230769231,0.230769231,0.076923077,0.153846154,0.076923077,0
9 to 9.5,1,0,10 to 20,2,1,0,0,1,0,0,4,0.5,0.25,0,0,0.25,0,0
9 to 9.5,1,0,0 to 10,1,2,0,0,1,0,1,5,0.2,0.4,0,0,0.2,0,0.2
9 to 9.5,1,1,10 to 20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9 to 9.5,2,0,10 to 20,6,6,5,1,6,3,0,27,0.222222222,0.222222222,0.185185185,0.037037037,0.222222222,0.111111111,0
9 to 9.5,2,0,20 to 30,1,2,0,0,0,1,0,4,0.25,0.5,0,0,0,0.25,0
9 to 9.5,2,0,10 to 20,5,3,1,0,4,2,1,16,0.3125,0.1875,0.0625,0,0.25,0.125,0.0625
9 to 9.5,2,0,20 to 30,0,0,0,0,1,0,1,2,0,0,0,0,0.5,0,0.5
9 to 9.5,2,2,10 to 20,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9 to 9.5,2,1,20 to 30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9 to 9.5,3,0,20 to 30,9,10,6,0,10,3,0,38,0.236842105,0.263157895,0.157894737,0,0.263157895,0.078947368,0
9 to 9.5,3,0,30 to 40,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
9 to 9.5,3,0,20 to 30,8,6,1,0,7,1,3,26,0.307692308,0.230769231,0.038461538,0,0.269230769,0.038461538,0.115384615
9 to 9.5,3,1,30 to 40,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9 to 9.5,3,1,20 to 30,2,3,0,0,1,0,1,7,0.285714286,0.428571429,0,0,0.142857143,0,0.142857143
9 to 9.5,4,0,20 to 30,1,1,0,0,1,0,0,3,0.333333333,0.333333333,0,0,0.333333333,0,0
9 to 9.5,4,0,30 to 40,11,13,5,0,12,8,0,49,0.224489796,0.265306122,0.102040816,0,0.244897959,0.163265306,0
9 to 9.5,4,1,20 to 30,1,0,0,0,1,0,0,2,0.5,0,0,0,0.5,0,0
9 to 9.5,4,0,30 to 40,11,10,0,1,7,3,5,37,0.297297297,0.27027027,0,0.027027027,0.189189189,0.081081081,0.135135135
9 to 9.5,4,1,30 to 40,5,2,0,0,5,0,1,13,0.384615385,0.153846154,0,0,0.384615385,0,0.076923077
9 to 9.5,4,2,30 to 40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9 to 9.5,5,0,30 to 40,2,3,2,0,3,3,0,13,0.153846154,0.230769231,0.153846154,0,0.230769231,0.230769231,0
9 to 9.5,5,0,40 to 50,12,12,6,2,10,7,0,49,0.244897959,0.244897959,0.12244898,0.040816327,0.204081633,0.142857143,0
9 to 9.5,5,1,30 to 40,2,2,2,0,4,0,0,10,0.2,0.2,0.2,0,0.4,0,0
9 to 9.5,5,0,40 to 50,11,13,3,1,12,3,5,48,0.229166667,0.270833333,0.0625,0.020833333,0.25,0.0625,0.104166667
9 to 9.5,5,1,50 to 60,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9 to 9.5,5,2,30 to 40,1,2,1,0,0,1,0,5,0.2,0.4,0.2,0,0,0.2,0
9 to 9.5,5,1,40 to 50,8,6,0,1,6,1,4,26,0.307692308,0.230769231,0,0.038461538,0.230769231,0.038461538,0.153846154
9 to 9.5,5,2,40 to 50,2,0,0,0,0,0,2,4,0.5,0,0,0,0,0,0.5
9 to 9.5,6,0,40 to 50,5,5,2,0,2,3,0,17,0.294117647,0.294117647,0.117647059,0,0.117647059,0.176470588,0
9 to 9.5,6,0,50 to 60,13,14,3,0,11,5,0,46,0.282608696,0.304347826,0.065217391,0,0.239130435,0.108695652,0
9 to 9.5,6,0,40 to 50,5,5,4,0,2,2,2,20,0.25,0.25,0.2,0,0.1,0.1,0.1
9 to 9.5,6,0,50 to 60,12,14,2,0,10,2,2,42,0.285714286,0.333333333,0.047619048,0,0.238095238,0.047619048,0.047619048
9 to 9.5,6,0,60 to 70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9 to 9.5,6,1,40 to 50,4,2,0,0,3,1,3,13,0.307692308,0.153846154,0,0,0.230769231,0.076923077,0.230769231
9 to 9.5,6,1,50 to 60,6,13,3,0,7,3,2,34,0.176470588,0.382352941,0.088235294,0,0.205882353,0.088235294,0.058823529
9 to 9.5,6,3,40 to 50,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9 to 9.5,6,2,50 to 60,2,0,0,0,0,0,2,4,0.5,0,0,0,0,0,0.5
9 to 9.5,7,0,50 to 60,5,7,2,0,3,2,0,19,0.263157895,0.368421053,0.105263158,0,0.157894737,0.105263158,0
9 to 9.5,7,0,60 to 70,5,15,3,0,6,1,0,30,0.166666667,0.5,0.1,0,0.2,0.033333333,0
9 to 9.5,7,0,70 to 80,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9 to 9.5,7,0,50 to 60,5,7,2,0,3,3,4,24,0.208333333,0.291666667,0.083333333,0,0.125,0.125,0.166666667
9 to 9.5,7,0,60 to 70,10,15,3,0,9,2,5,44,0.227272727,0.340909091,0.068181818,0,0.204545455,0.045454545,0.113636364
9 to 9.5,7,1,50 to 60,6,4,1,0,4,0,1,16,0.375,0.25,0.0625,0,0.25,0,0.0625
9 to 9.5,7,1,60 to 70,9,12,4,0,3,0,3,31,0.290322581,0.387096774,0.129032258,0,0.096774194,0,0.096774194
9 to 9.5,7,2,50 to 60,0,1,0,0,1,0,1,3,0,0.333333333,0,0,0.333333333,0,0.333333333
9 to 9.5,7,2,60 to 70,2,2,1,0,0,0,2,7,0.285714286,0.285714286,0.142857143,0,0,0,0.285714286
9 to 9.5,8,0,60 to 70,7,9,1,0,5,1,0,23,0.304347826,0.391304348,0.043478261,0,0.217391304,0.043478261,0
9 to 9.5,8,0,70 to 80,6,9,4,0,3,2,0,24,0.25,0.375,0.166666667,0,0.125,0.083333333,0
9 to 9.5,8,0,60 to 70,9,11,4,0,4,2,1,31,0.290322581,0.35483871,0.129032258,0,0.129032258,0.064516129,0.032258065
9 to 9.5,8,1,70 to 80,10,14,4,0,2,4,0,34,0.294117647,0.411764706,0.117647059,0,0.058823529,0.117647059,0
9 to 9.5,8,1,60 to 70,7,8,3,0,1,2,1,22,0.318181818,0.363636364,0.136363636,0,0.045454545,0.090909091,0.045454545
9 to 9.5,8,2,70 to 80,6,9,2,0,3,1,0,21,0.285714286,0.428571429,0.095238095,0,0.142857143,0.047619048,0
9 to 9.5,8,2,60 to 70,2,5,0,1,1,0,1,10,0.2,0.5,0,0.1,0.1,0,0.1
9 to 9.5,8,3,70 to 80,0,5,1,0,2,0,0,8,0,0.625,0.125,0,0.25,0,0
9 to 9.5,9,0,70 to 80,6,11,4,0,3,3,0,27,0.222222222,0.407407407,0.148148148,0,0.111111111,0.111111111,0
9 to 9.5,9,0,80 to 90,2,7,0,0,5,2,0,16,0.125,0.4375,0,0,0.3125,0.125,0
9 to 9.5,9,0,70 to 80,11,13,4,0,7,2,3,40,0.275,0.325,0.1,0,0.175,0.05,0.075
9 to 9.5,9,0,80 to 90,7,13,5,0,6,1,1,33,0.212121212,0.393939394,0.151515152,0,0.181818182,0.03030303,0.03030303
9 to 9.5,9,1,70 to 80,7,6,3,0,4,2,1,23,0.304347826,0.260869565,0.130434783,0,0.173913043,0.086956522,0.043478261
9 to 9.5,9,1,80 to 90,6,3,1,0,0,1,1,12,0.5,0.25,0.083333333,0,0,0.083333333,0.083333333
9 to 9.5,9,3,70 to 80,1,4,1,0,1,2,0,9,0.111111111,0.444444444,0.111111111,0,0.111111111,0.222222222,0
9 to 9.5,9,2,80 to 90,2,6,0,0,2,2,1,13,0.153846154,0.461538462,0,0,0.153846154,0.153846154,0.076923077
9 to 9.5,9,3,80 to 90,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
9 to 9.5,9,5,80 to 90,3,1,0,0,0,0,0,4,0.75,0.25,0,0,0,0,0
9 to 9.5,10,0,80 to 90,7,8,1,0,6,3,0,25,0.28,0.32,0.04,0,0.24,0.12,0
9 to 9.5,10,0,90 to 100,5,8,3,0,2,2,0,20,0.25,0.4,0.15,0,0.1,0.1,0
9 to 9.5,10,1,80 to 90,9,15,6,0,4,5,0,39,0.230769231,0.384615385,0.153846154,0,0.102564103,0.128205128,0
9 to 9.5,10,1,90 to 100,0,8,2,0,2,5,0,17,0,0.470588235,0.117647059,0,0.117647059,0.294117647,0
9 to 9.5,10,1,80 to 90,8,10,1,0,3,4,1,27,0.296296296,0.37037037,0.037037037,0,0.111111111,0.148148148,0.037037037
9 to 9.5,10,2,90 to 100,9,7,4,0,0,1,0,21,0.428571429,0.333333333,0.19047619,0,0,0.047619048,0
9 to 9.5,10,2,80 to 90,5,11,1,0,2,1,1,21,0.238095238,0.523809524,0.047619048,0,0.095238095,0.047619048,0.047619048
9 to 9.5,10,3,90 to 100,3,7,2,0,1,0,0,13,0.230769231,0.538461538,0.153846154,0,0.076923077,0,0
9 to 9.5,10,4,80 to 90,3,1,0,0,0,0,0,4,0.75,0.25,0,0,0,0,0
9 to 9.5,10,3,90 to 100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9 to 9.5,10,5,80 to 90,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
9 to 9.5,11,0,100 to 110,4,6,4,0,3,0,0,17,0.235294118,0.352941176,0.235294118,0,0.176470588,0,0
9 to 9.5,11,0,90 to 100,3,15,1,0,7,3,0,29,0.103448276,0.517241379,0.034482759,0,0.24137931,0.103448276,0
9 to 9.5,11,0,100 to 110,4,11,3,0,3,2,1,24,0.166666667,0.458333333,0.125,0,0.125,0.083333333,0.041666667
9 to 9.5,11,0,90 to 100,10,19,5,0,11,5,2,52,0.192307692,0.365384615,0.096153846,0,0.211538462,0.096153846,0.038461538
9 to 9.5,11,1,100 to 110,1,7,0,0,3,1,1,13,0.076923077,0.538461538,0,0,0.230769231,0.076923077,0.076923077
9 to 9.5,11,1,90 to 100,9,16,1,0,3,4,1,34,0.264705882,0.470588235,0.029411765,0,0.088235294,0.117647059,0.029411765
9 to 9.5,11,3,100 to 110,3,3,1,0,1,1,0,9,0.333333333,0.333333333,0.111111111,0,0.111111111,0.111111111,0
9 to 9.5,11,3,90 to 100,3,8,5,0,1,3,0,20,0.15,0.4,0.25,0,0.05,0.15,0
9 to 9.5,11,3,100 to 110,1,3,0,0,0,0,1,5,0.2,0.6,0,0,0,0,0.2
9 to 9.5,11,3,90 to 100,2,1,0,0,0,0,2,5,0.4,0.2,0,0,0,0,0.4
9 to 9.5,11,4,90 to 100,1,0,0,0,2,0,1,4,0.25,0,0,0,0.5,0,0.25
9 to 9.5,12,0,100 to 110,5,13,4,1,2,2,0,27,0.185185185,0.481481481,0.148148148,0.037037037,0.074074074,0.074074074,0
9 to 9.5,12,0,110 to 120,1,4,0,0,1,1,0,7,0.142857143,0.571428571,0,0,0.142857143,0.142857143,0
9 to 9.5,12,0,100 to 110,11,22,8,0,5,5,1,52,0.211538462,0.423076923,0.153846154,0,0.096153846,0.096153846,0.019230769
9 to 9.5,12,1,110 to 120,3,5,3,0,6,0,0,17,0.176470588,0.294117647,0.176470588,0,0.352941176,0,0
9 to 9.5,12,1,100 to 110,8,17,4,0,6,3,6,44,0.181818182,0.386363636,0.090909091,0,0.136363636,0.068181818,0.136363636
9 to 9.5,12,2,110 to 120,2,7,1,0,2,1,0,13,0.153846154,0.538461538,0.076923077,0,0.153846154,0.076923077,0
9 to 9.5,12,2,100 to 110,7,6,1,0,5,1,2,22,0.318181818,0.272727273,0.045454545,0,0.227272727,0.045454545,0.090909091
9 to 9.5,12,3,110 to 120,1,3,3,0,1,0,0,8,0.125,0.375,0.375,0,0.125,0,0
9 to 9.5,12,3,100 to 110,1,2,1,0,1,0,1,6,0.166666667,0.333333333,0.166666667,0,0.166666667,0,0.166666667
9 to 9.5,12,3,110 to 120,0,0,0,0,0,1,1,2,0,0,0,0,0,0.5,0.5
9 to 9.5,12,4,100 to 110,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
9 to 9.5,12,5,110 to 120,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9 to 9.5,13,0,110 to 120,6,14,0,0,3,1,0,24,0.25,0.583333333,0,0,0.125,0.041666667,0
9 to 9.5,13,0,120 to 130,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9 to 9.5,13,0,110 to 120,9,24,5,1,9,4,4,56,0.160714286,0.428571429,0.089285714,0.017857143,0.160714286,0.071428571,0.071428571
9 to 9.5,13,1,120 to 130,5,6,1,0,4,0,0,16,0.3125,0.375,0.0625,0,0.25,0,0
9 to 9.5,13,1,110 to 120,9,22,6,1,10,6,2,56,0.160714286,0.392857143,0.107142857,0.017857143,0.178571429,0.107142857,0.035714286
9 to 9.5,13,1,120 to 130,3,7,1,0,3,2,1,17,0.176470588,0.411764706,0.058823529,0,0.176470588,0.117647059,0.058823529
9 to 9.5,13,2,110 to 120,11,10,3,0,2,2,4,32,0.34375,0.3125,0.09375,0,0.0625,0.0625,0.125
9 to 9.5,13,2,120 to 130,2,3,1,0,0,0,2,8,0.25,0.375,0.125,0,0,0,0.25
9 to 9.5,13,4,110 to 120,4,6,0,0,1,0,0,11,0.363636364,0.545454545,0,0,0.090909091,0,0
9 to 9.5,13,5,110 to 120,3,4,1,0,1,0,0,9,0.333333333,0.444444444,0.111111111,0,0.111111111,0,0
9 to 9.5,13,5,120 to 130,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9 to 9.5,14,0,120 to 130,4,7,2,1,2,1,0,17,0.235294118,0.411764706,0.117647059,0.058823529,0.117647059,0.058823529,0
9 to 9.5,14,1,110 to 120,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9 to 9.5,14,1,120 to 130,12,17,10,0,9,9,0,57,0.210526316,0.298245614,0.175438596,0,0.157894737,0.157894737,0
9 to 9.5,14,1,130 to 140,1,3,4,0,0,1,0,9,0.111111111,0.333333333,0.444444444,0,0,0.111111111,0
9 to 9.5,14,1,120 to 130,11,21,2,0,6,7,3,50,0.22,0.42,0.04,0,0.12,0.14,0.06
9 to 9.5,14,2,130 to 140,1,5,2,0,0,1,0,9,0.111111111,0.555555556,0.222222222,0,0,0.111111111,0
9 to 9.5,14,3,110 to 120,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9 to 9.5,14,2,120 to 130,11,21,2,0,4,6,3,47,0.234042553,0.446808511,0.042553191,0,0.085106383,0.127659574,0.063829787
9 to 9.5,14,2,130 to 140,2,5,3,0,0,0,1,11,0.181818182,0.454545455,0.272727273,0,0,0,0.090909091
9 to 9.5,14,4,110 to 120,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
