bowler,dots_conc,singles_conc,doubles_conc,triples_conc,fours_conc,sixes_conc,wickets_conc,balls_bowled,dot_conc_prob,sing_conc_prob,doub_conc_prob,trip_conc_prob,four_conc_prob,six_conc_prob,wkt_conc_prob
Munaf Patel,516,445,75,8,187,50,74,1355,0.3808118081180812,0.3284132841328413,0.055350553505535055,0.005904059040590407,0.13800738007380073,0.03690036900369004,0.054612546125461264
Mohit Sharma,545,648,122,8,260,77,91,1751,0.3112507138777841,0.3700742432895489,0.06967447173043975,0.004568817818389492,0.14848657909765847,0.043974871501998865,0.05197030268418047
Marlon Samuels,70,88,16,0,23,12,9,218,0.3211009174311927,0.4036697247706422,0.07339449541284404,0.0,0.10550458715596332,0.05504587155963303,0.041284403669724766
Mohammad Asif,56,67,15,1,37,8,8,192,0.2916666666666667,0.3489583333333333,0.078125,0.005208333333333333,0.19270833333333331,0.04166666666666666,0.04166666666666666
Mohammad Hafeez,20,29,1,0,5,2,2,59,0.3389830508474576,0.4915254237288136,0.01694915254237288,0.0,0.0847457627118644,0.03389830508474576,0.03389830508474576
Mohammad Nabi,100,106,14,1,21,13,11,266,0.3759398496240601,0.3984962406015037,0.05263157894736842,0.003759398496240601,0.07894736842105263,0.04887218045112782,0.04135338345864661
Mohammed Shami,316,403,65,1,158,59,40,1042,0.30326295585412666,0.3867562380038388,0.06238003838771593,0.0009596928982725527,0.15163147792706333,0.056621880998080625,0.038387715930902115
Mohammed Siraj,172,227,30,1,72,41,28,571,0.3012259194395797,0.3975481611208406,0.05253940455341506,0.0017513134851138356,0.12609457092819615,0.07180385288966724,0.04903677758318739
Marcus Stoinis,78,180,21,0,51,23,15,368,0.21195652173913046,0.4891304347826087,0.05706521739130435,0.0,0.13858695652173916,0.0625,0.040760869565217385
Mitchell Marsh,92,138,18,0,39,14,20,321,0.2866043613707165,0.4299065420560748,0.05607476635514018,0.0,0.12149532710280375,0.04361370716510903,0.06230529595015576
Mustafizur Rahman,173,226,50,1,56,22,24,552,0.3134057971014493,0.4094202898550725,0.09057971014492754,0.0018115942028985507,0.10144927536231883,0.03985507246376811,0.043478260869565216
Nithish Rana,27,39,4,0,12,4,7,93,0.2903225806451613,0.41935483870967744,0.04301075268817205,0.0,0.12903225806451613,0.04301075268817205,0.07526881720430108
Navdeep Saini,125,79,13,2,49,13,11,292,0.4280821917808219,0.2705479452054795,0.044520547945205484,0.00684931506849315,0.1678082191780822,0.044520547945205484,0.037671232876712334
Thisara Perera,196,279,54,3,113,28,31,704,0.2784090909090909,0.3963068181818182,0.07670454545454546,0.004261363636363636,0.16051136363636365,0.03977272727272727,0.04403409090909091
Nathan Counter Nile,211,187,30,2,84,20,36,570,0.3701754385964912,0.3280701754385965,0.05263157894736842,0.003508771929824561,0.14736842105263154,0.03508771929824561,0.06315789473684211
Oshane Thomas,12,27,2,2,9,1,5,58,0.20689655172413796,0.4655172413793103,0.03448275862068965,0.03448275862068965,0.15517241379310345,0.017241379310344827,0.08620689655172414
Parvinder Awana,254,266,56,2,106,34,39,757,0.33553500660501984,0.3513870541611625,0.07397622192866579,0.002642007926023778,0.14002642007926025,0.04491413474240423,0.05151915455746367
Prasidh Krishna,134,153,24,1,77,20,14,423,0.3167848699763593,0.3617021276595745,0.056737588652482275,0.0023640661938534283,0.182033096926714,0.047281323877068564,0.03309692671394799
Praveen Kumar,985,862,160,18,339,104,90,2558,0.3850664581704457,0.33698201720093823,0.06254886630179828,0.007036747458952306,0.1325254104769351,0.040656763096168884,0.035183737294761534
Pawan Negi,203,332,49,0,57,47,34,722,0.2811634349030471,0.4598337950138504,0.06786703601108034,0.0,0.07894736842105263,0.06509695290858726,0.047091412742382266
Pankaj Singh,100,104,17,5,52,17,11,306,0.32679738562091504,0.33986928104575165,0.05555555555555555,0.016339869281045753,0.16993464052287582,0.05555555555555555,0.03594771241830065
Parvez Rasool,56,93,12,0,22,11,4,198,0.2828282828282828,0.4696969696969697,0.060606060606060615,0.0,0.1111111111111111,0.05555555555555555,0.020202020202020204
Paul Valthaty,37,71,12,1,15,7,7,150,0.2466666666666667,0.4733333333333333,0.08,0.006666666666666667,0.1,0.04666666666666667,0.04666666666666667
Paul Collingwood,19,51,8,0,4,3,5,90,0.2111111111111111,0.5666666666666667,0.08888888888888889,0.0,0.04444444444444445,0.03333333333333333,0.05555555555555555
Pat Cummins,101,150,30,0,47,16,17,361,0.2797783933518005,0.4155124653739612,0.08310249307479224,0.0,0.13019390581717452,0.0443213296398892,0.047091412742382266
Pradeep Sangwan,263,307,62,1,117,43,35,828,0.3176328502415459,0.37077294685990336,0.0748792270531401,0.0012077294685990338,0.14130434782608695,0.051932367149758456,0.04227053140096618
Piyush Chawla,951,1298,237,9,303,171,149,3118,0.30500320718409235,0.41629249518922384,0.07601026298909558,0.002886465683130212,0.09717767799871713,0.054842847979474016,0.04778704297626684
Pragyan Ojha,578,848,133,7,146,96,89,1897,0.3046916183447549,0.4470216130732736,0.07011070110701106,0.003690036900369004,0.07696362677912494,0.050606220347917764,0.04691618344754876
Pravin Tambe,176,309,56,1,64,28,28,662,0.26586102719033233,0.4667673716012085,0.08459214501510574,0.0015105740181268882,0.09667673716012083,0.04229607250755287,0.04229607250755287
Ravichandran Ashwin,942,1401,174,9,199,121,125,2971,0.3170649612924941,0.4715583978458432,0.058566139347021214,0.003029283069673511,0.06698081454055874,0.04072702793672165,0.04207337596768765
Rajat Bhatia,365,891,108,5,120,68,71,1628,0.2242014742014742,0.5472972972972973,0.06633906633906632,0.003071253071253071,0.07371007371007371,0.04176904176904177,0.04361179361179361
Rishi Dhawan,133,239,44,1,51,16,18,502,0.2649402390438247,0.4760956175298805,0.08764940239043825,0.00199203187250996,0.10159362549800798,0.03187250996015936,0.035856573705179286
Ryan McLaren,104,134,27,2,69,10,12,358,0.2905027932960894,0.3743016759776536,0.07541899441340782,0.00558659217877095,0.19273743016759776,0.027932960893854747,0.0335195530726257
Riyan Parag,16,43,11,0,8,4,2,84,0.19047619047619047,0.5119047619047619,0.13095238095238096,0.0,0.09523809523809523,0.047619047619047616,0.023809523809523808
Ravi Rampaul,113,80,19,2,24,13,14,265,0.42641509433962266,0.3018867924528302,0.07169811320754718,0.007547169811320755,0.09056603773584904,0.049056603773584916,0.052830188679245285
Rahul Sharma,294,419,54,3,70,45,40,925,0.3178378378378378,0.452972972972973,0.05837837837837837,0.003243243243243243,0.07567567567567568,0.04864864864864865,0.04324324324324325
Rahul Tewatia,96,139,12,1,17,20,13,298,0.3221476510067114,0.4664429530201342,0.040268456375838924,0.003355704697986577,0.05704697986577181,0.06711409395973154,0.0436241610738255
Vinay Kumar,658,796,176,9,294,96,105,2134,0.3083411433926898,0.37300843486410495,0.08247422680412371,0.004217432052483599,0.13776944704779756,0.04498594189315839,0.04920337394564199
Ravindra Jadeja,706,1155,193,7,198,131,108,2498,0.28262610088070456,0.4623698959167334,0.07726180944755805,0.002802241793434748,0.07926341072858288,0.05244195356285028,0.04323458767013611
Rahul Tripathi,0,4,0,0,2,0,0,6,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
Rashid Khan,388,455,48,2,90,46,55,1084,0.3579335793357933,0.41974169741697415,0.044280442804428034,0.0018450184501845016,0.08302583025830257,0.04243542435424354,0.0507380073800738
Rahul Chahar,124,138,11,0,23,19,15,330,0.3757575757575757,0.41818181818181815,0.03333333333333333,0.0,0.0696969696969697,0.05757575757575757,0.045454545454545456
Rohit Sharma,73,172,31,3,27,14,15,335,0.21791044776119406,0.5134328358208955,0.09253731343283582,0.008955223880597015,0.08059701492537312,0.041791044776119404,0.04477611940298507
Ryan Harris,319,262,60,4,119,27,45,836,0.3815789473684211,0.3133971291866029,0.07177033492822966,0.004784688995215311,0.1423444976076555,0.03229665071770335,0.05382775119617225
Robin Peterson,18,14,3,0,5,5,3,48,0.375,0.2916666666666667,0.0625,0.0,0.10416666666666667,0.10416666666666667,0.0625
Ryan ten Doeschate,20,48,6,0,4,3,2,83,0.24096385542168675,0.5783132530120482,0.07228915662650602,0.0,0.04819277108433735,0.03614457831325301,0.024096385542168683
RP Singh,654,628,124,8,253,69,90,1826,0.35815991237677985,0.343921139101862,0.06790799561883899,0.004381161007667032,0.13855421686746988,0.03778751369112815,0.049288061336254116
Ramesh Powar,153,175,29,4,41,18,13,433,0.3533487297921478,0.4041570438799077,0.06697459584295612,0.009237875288683604,0.09468822170900693,0.04157043879907621,0.030023094688221712
Ravi Bopara,50,98,12,0,25,10,11,206,0.2427184466019417,0.4757281553398058,0.05825242718446603,0.0,0.12135922330097088,0.04854368932038835,0.05339805825242718
Rohan Gavaskar,2,2,1,0,1,0,0,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
Sreenath Aravind,245,300,40,2,105,38,45,775,0.3161290322580645,0.3870967741935484,0.05161290322580645,0.0025806451612903226,0.13548387096774195,0.04903225806451613,0.05806451612903226
Samuel Badree,98,94,12,0,28,14,11,257,0.3813229571984436,0.3657587548638132,0.04669260700389105,0.0,0.10894941634241244,0.05447470817120623,0.04280155642023346
Sam Curran,48,81,23,0,31,12,10,205,0.23414634146341465,0.3951219512195122,0.11219512195121953,0.0,0.15121951219512195,0.05853658536585366,0.04878048780487805
Shikhar Dhawan,13,18,1,0,7,3,4,46,0.2826086956521739,0.39130434782608703,0.021739130434782608,0.0,0.15217391304347827,0.06521739130434782,0.08695652173913042
Shivam Dube,3,8,0,0,0,0,0,11,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.0,0.0
Shreyas Gopal,167,262,39,2,38,39,38,585,0.28547008547008546,0.4478632478632479,0.06666666666666668,0.0034188034188034192,0.06495726495726496,0.06666666666666668,0.06495726495726496
Siddharth Kaul,259,432,69,0,126,51,49,986,0.26267748478701824,0.4381338742393509,0.06997971602434078,0.0,0.12778904665314406,0.05172413793103448,0.04969574036511156
Shivil Kaushik,62,85,14,0,25,14,6,206,0.3009708737864077,0.41262135922330095,0.06796116504854369,0.0,0.12135922330097088,0.06796116504854369,0.029126213592233014
Scott kuggeleijn,15,19,5,0,6,3,2,50,0.3,0.38,0.1,0.0,0.12,0.06,0.04
Sandeep Lamichhane,62,86,10,0,21,17,13,209,0.2966507177033493,0.4114832535885167,0.04784688995215311,0.0,0.10047846889952153,0.08133971291866028,0.062200956937799035
Shivam Mavi,56,68,9,0,22,16,5,176,0.3181818181818182,0.3863636363636364,0.05113636363636364,0.0,0.125,0.09090909090909093,0.028409090909090905
Shadab Nadeem,372,607,76,6,98,66,42,1267,0.2936069455406472,0.4790844514601421,0.05998421468034727,0.004735595895816891,0.07734806629834254,0.05209155485398579,0.03314917127071823
Suraj Randiv,54,79,14,2,20,5,6,180,0.3,0.4388888888888889,0.07777777777777778,0.011111111111111113,0.1111111111111111,0.027777777777777776,0.03333333333333333
Sherfane Rutherford,6,29,4,0,4,1,1,45,0.13333333333333333,0.6444444444444445,0.08888888888888889,0.0,0.08888888888888889,0.022222222222222227,0.022222222222222227
Sandeep Sharma,67,120,22,0,29,12,12,262,0.25572519083969464,0.4580152671755725,0.08396946564885496,0.0,0.11068702290076336,0.04580152671755725,0.04580152671755725
S Sreesanth,359,299,56,4,128,39,40,925,0.3881081081081081,0.3232432432432432,0.06054054054054054,0.004324324324324324,0.13837837837837838,0.04216216216216216,0.04324324324324325
Sudeep Tyagi,87,63,12,0,34,12,6,214,0.4065420560747664,0.294392523364486,0.05607476635514018,0.0,0.1588785046728972,0.05607476635514018,0.02803738317757009
Sachin Warrior,27,29,3,0,8,3,2,72,0.375,0.4027777777777778,0.04166666666666666,0.0,0.1111111111111111,0.04166666666666666,0.027777777777777776
Sean Abott,6,15,2,0,8,1,0,32,0.1875,0.46875,0.0625,0.0,0.25,0.03125,0.0
Surya Kumar Yadav,2,2,1,0,1,0,0,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
Sachin Baby,3,4,0,0,1,0,2,10,0.3,0.4,0.0,0.0,0.1,0.0,0.2
Sandeep Sharma,566,503,96,5,199,67,83,1519,0.3726135615536537,0.33113890717577354,0.06319947333772219,0.003291639236339697,0.13100724160631996,0.044107965766951945,0.054641211323238965
Sanjay Bangar,51,53,10,1,24,7,4,150,0.34,0.3533333333333333,0.06666666666666668,0.006666666666666667,0.16,0.04666666666666667,0.02666666666666667
Shadab Jakati,290,491,88,7,97,60,47,1080,0.2685185185185185,0.4546296296296296,0.08148148148148149,0.006481481481481481,0.08981481481481482,0.05555555555555555,0.04351851851851852
Scott Styris,75,92,12,0,19,14,8,220,0.3409090909090909,0.41818181818181815,0.054545454545454536,0.0,0.08636363636363636,0.06363636363636363,0.03636363636363636
Sourav Ganguly,65,140,18,1,25,14,10,273,0.2380952380952381,0.5128205128205128,0.06593406593406594,0.0036630036630036634,0.09157509157509157,0.05128205128205128,0.03663003663003663
Shane Bond,66,72,13,0,27,3,9,190,0.3473684210526316,0.37894736842105264,0.06842105263157895,0.0,0.14210526315789473,0.015789473684210527,0.04736842105263158
Shahid Afridi,48,81,13,0,19,7,9,177,0.2711864406779661,0.4576271186440678,0.07344632768361582,0.0,0.10734463276836158,0.03954802259887006,0.05084745762711865
Shakib Al Hasan,396,618,87,2,109,69,59,1340,0.2955223880597015,0.4611940298507463,0.06492537313432836,0.0014925373134328358,0.08134328358208955,0.05149253731343283,0.04402985074626865
Shivam Sharma,33,47,11,0,9,10,4,114,0.2894736842105263,0.412280701754386,0.09649122807017543,0.0,0.07894736842105263,0.08771929824561403,0.03508771929824561
Shoaib Ahmed,28,41,5,1,14,7,5,101,0.27722772277227725,0.405940594059406,0.049504950495049514,0.0099009900990099,0.13861386138613865,0.06930693069306931,0.049504950495049514
Shoaib Akhtar,18,12,3,0,6,2,5,46,0.39130434782608703,0.2608695652173913,0.06521739130434782,0.0,0.13043478260869565,0.043478260869565216,0.10869565217391304
Shoaib Malik,13,23,8,0,7,3,2,56,0.23214285714285715,0.4107142857142857,0.14285714285714285,0.0,0.125,0.05357142857142857,0.03571428571428571
Suresh Raina,255,467,44,5,71,44,25,911,0.27991218441273324,0.5126234906695939,0.048298572996706916,0.005488474204171241,0.07793633369923161,0.048298572996706916,0.0274423710208562
Siddharth Trivedi,427,682,133,7,151,51,65,1516,0.2816622691292876,0.44986807387862804,0.08773087071240106,0.004617414248021108,0.09960422163588392,0.03364116094986808,0.042875989445910284
Shane Warne,369,528,100,5,92,56,57,1207,0.30571665285832644,0.4374482187241094,0.08285004142502071,0.004142502071251036,0.07622203811101906,0.0463960231980116,0.047224523612261815
Lasith Malinga,974,1144,199,7,312,85,170,2891,0.3369076444136977,0.3957108267035628,0.0688343133863715,0.0024213075060532693,0.10792113455551712,0.02940159114493255,0.0588031822898651
Scott Boland,12,18,3,0,6,1,2,42,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.0,0.14285714285714285,0.023809523809523808,0.047619047619047616
Shaun Pollock,119,93,14,2,30,9,11,278,0.42805755395683454,0.3345323741007194,0.05035971223021583,0.007194244604316547,0.1079136690647482,0.03237410071942446,0.039568345323741004
Sachitra Senanayake,64,87,9,2,17,5,9,193,0.3316062176165803,0.4507772020725389,0.046632124352331605,0.010362694300518135,0.08808290155440414,0.02590673575129533,0.046632124352331605
Sarfraz Khan,0,0,1,0,1,0,0,2,0.0,0.0,0.5,0.0,0.5,0.0,0.0
Shardul Thakur,227,264,53,6,105,42,36,733,0.3096862210095498,0.3601637107776262,0.0723055934515689,0.008185538881309686,0.1432469304229195,0.0572987721691678,0.04911323328785812
Sohail Tanvir,99,86,15,0,27,7,22,256,0.38671875,0.3359375,0.05859375,0.0,0.10546875,0.02734375,0.0859375
Sunil Narine,916,1018,176,6,220,92,122,2550,0.3592156862745098,0.3992156862745098,0.06901960784313725,0.002352941176470588,0.08627450980392158,0.03607843137254902,0.04784313725490196
Steven Smith,0,1,0,0,1,0,0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0
Sachin Tendulkar,4,22,3,0,6,1,0,36,0.1111111111111111,0.6111111111111112,0.08333333333333333,0.0,0.16666666666666666,0.027777777777777776,0.0
Shane Watson,711,781,133,6,292,74,92,2089,0.34035423647678315,0.3738630923887027,0.0636668262326472,0.002872187649593107,0.13977979894686454,0.03542364767831498,0.0440402106270943
Sowmya Sarkar,3,16,1,0,4,0,1,25,0.12,0.64,0.04,0.0,0.16,0.0,0.04
Sanath Jayasuriya,70,154,21,0,22,16,13,296,0.2364864864864865,0.5202702702702703,0.07094594594594594,0.0,0.07432432432432433,0.054054054054054064,0.04391891891891892
Stuart Binny,177,268,47,3,76,14,22,607,0.2915980230642504,0.4415156507413509,0.07742998352553541,0.0049423393739703465,0.12520593080724876,0.023064250411861616,0.036243822075782535
Sunny Gupta,0,11,1,0,4,3,0,19,0.0,0.5789473684210527,0.05263157894736842,0.0,0.21052631578947367,0.15789473684210525,0.0
Shaun Tait,177,191,32,1,70,12,23,506,0.349802371541502,0.3774703557312253,0.06324110671936757,0.001976284584980237,0.1383399209486166,0.023715415019762844,0.045454545454545456
Swapnil Singh,9,38,6,0,1,6,1,61,0.14754098360655735,0.6229508196721312,0.09836065573770493,0.0,0.016393442622950817,0.09836065573770493,0.016393442622950817
Tom Curran,9,28,6,0,6,9,6,64,0.140625,0.4375,0.09375,0.0,0.09375,0.140625,0.09375
T Natarajan,22,38,4,1,9,5,2,81,0.2716049382716049,0.4691358024691358,0.04938271604938271,0.012345679012345678,0.1111111111111111,0.061728395061728385,0.02469135802469136
Tarbaiz Shamsi,23,39,7,0,13,7,3,92,0.25,0.4239130434782609,0.07608695652173914,0.0,0.14130434782608695,0.07608695652173914,0.03260869565217391
Trent Boult,252,282,48,3,125,38,38,786,0.32061068702290074,0.3587786259541985,0.06106870229007633,0.0038167938931297713,0.15903307888040713,0.04834605597964377,0.04834605597964377
Tim Southee,300,327,71,9,135,42,28,912,0.32894736842105265,0.3585526315789473,0.07785087719298246,0.009868421052631578,0.14802631578947367,0.046052631578947366,0.030701754385964914
Tirumala Setty Suman,37,75,15,0,8,10,6,151,0.24503311258278146,0.4966887417218543,0.09933774834437084,0.0,0.052980132450331126,0.06622516556291391,0.039735099337748346
Tilakaratne Dilshan,74,137,14,1,27,15,5,273,0.27106227106227104,0.5018315018315018,0.05128205128205128,0.0036630036630036634,0.0989010989010989,0.054945054945054944,0.01831501831501832
Travis Head,5,27,6,0,3,5,2,48,0.10416666666666667,0.5625,0.125,0.0,0.0625,0.10416666666666667,0.04166666666666666
Tymal Mills,36,37,6,1,15,6,5,106,0.33962264150943394,0.3490566037735849,0.05660377358490566,0.009433962264150943,0.14150943396226415,0.05660377358490566,0.04716981132075472
Umar Gul,39,59,13,0,16,5,12,144,0.2708333333333333,0.4097222222222222,0.09027777777777778,0.0,0.1111111111111111,0.034722222222222224,0.08333333333333333
Umesh Yadav,822,929,152,15,381,111,119,2529,0.3250296559905101,0.36733886911822855,0.060102807433768286,0.005931198102016607,0.1506524317912218,0.043890865954922885,0.04705417160933175
Varun Chakravarthy,7,3,1,0,3,3,1,18,0.3888888888888889,0.16666666666666666,0.05555555555555555,0.0,0.16666666666666666,0.16666666666666666,0.05555555555555555
Virat Kohli,48,145,28,0,24,11,4,260,0.18461538461538465,0.5576923076923077,0.1076923076923077,0.0,0.09230769230769233,0.04230769230769231,0.015384615384615384
Veer Pratap Singh,61,80,13,2,31,10,10,207,0.2946859903381642,0.3864734299516908,0.06280193236714976,0.00966183574879227,0.1497584541062802,0.04830917874396135,0.04830917874396135
Virender Sehwag,38,54,4,0,18,16,6,136,0.2794117647058824,0.3970588235294117,0.029411764705882356,0.0,0.1323529411764706,0.1176470588235294,0.04411764705882353
Vijay Shankar,21,43,6,0,14,6,2,92,0.22826086956521735,0.4673913043478261,0.06521739130434782,0.0,0.15217391304347827,0.06521739130434782,0.021739130434782608
Varun Aaron,320,335,56,8,142,46,42,949,0.33719704952581664,0.3530031612223393,0.05900948366701793,0.008429926238145416,0.14963119072708114,0.048472075869336134,0.044257112750263436
VRV Singh,102,142,31,3,58,15,12,363,0.2809917355371901,0.3911845730027548,0.08539944903581267,0.008264462809917356,0.15977961432506887,0.04132231404958678,0.033057851239669415
Washington Sundar,112,154,14,0,30,24,16,350,0.32,0.44,0.04,0.0,0.08571428571428573,0.06857142857142857,0.045714285714285714
Wayne Parnell,215,211,37,0,80,11,26,580,0.3706896551724138,0.3637931034482759,0.06379310344827586,0.0,0.13793103448275862,0.01896551724137931,0.04482758620689655
Yusuf Pathan,351,548,56,4,99,57,42,1157,0.30337078651685395,0.4736387208297321,0.048401037165082116,0.003457216940363008,0.08556611927398444,0.049265341400172864,0.03630077787381159
Yuzvendra Chahal,539,789,121,6,135,119,100,1809,0.2979546710889994,0.4361525704809287,0.06688778330569375,0.003316749585406302,0.07462686567164177,0.06578220011055833,0.055279159756771695
Yuvraj Singh,222,435,74,4,59,41,36,871,0.25487944890929964,0.4994259471871412,0.08495981630309989,0.004592422502870264,0.0677382319173364,0.047072330654420215,0.04133180252583238
Zaheer Khan,771,813,145,9,312,64,102,2216,0.3479241877256318,0.3668772563176895,0.06543321299638989,0.004061371841155234,0.1407942238267148,0.02888086642599278,0.046028880866426
