num,bowler,dots,singles,doubles,triples,fours,sixes,wickets,balls_bowled,dot_prob,sing_prob,doub_prob,trip_prop,four_prob,six_prob,wkt_prob
326,F du Plessis,0,4,0,0,0,2,0,6,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
327,FH Edwards,65,45,8,0,19,2,5,144,0.4513888888888889,0.3125,0.05555555555555555,0.0,0.13194444444444445,0.013888888888888888,0.034722222222222224
328,GS Sandhu,8,18,10,0,8,2,1,47,0.1702127659574468,0.3829787234042553,0.2127659574468085,0.0,0.1702127659574468,0.0425531914893617,0.02127659574468085
329,Harmeet Singh (2),11,6,2,0,3,2,1,25,0.44,0.24,0.08,0.0,0.12,0.08,0.04
330,I Malhotra,0,1,1,0,2,2,0,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0
331,J Dala,7,4,3,0,3,2,0,19,0.3684210526315789,0.21052631578947367,0.15789473684210525,0.0,0.15789473684210525,0.10526315789473684,0.0
332,K Goel,19,28,7,1,9,2,0,66,0.2878787878787879,0.42424242424242425,0.10606060606060606,0.015151515151515152,0.13636363636363635,0.030303030303030304,0.0
333,L Livingstone,3,1,0,0,0,2,0,6,0.5,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
334,LMP Simmons,1,10,2,0,2,2,1,18,0.05555555555555555,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.05555555555555555
335,LRPL Taylor,0,10,1,0,0,2,0,13,0.0,0.7692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0
336,M Santner,33,35,5,1,6,2,4,86,0.38372093023255816,0.4069767441860465,0.05813953488372093,0.011627906976744186,0.06976744186046512,0.023255813953488372,0.046511627906976744
337,M Wood,5,9,2,0,6,2,0,24,0.20833333333333334,0.375,0.08333333333333333,0.0,0.25,0.08333333333333333,0.0
338,MA Khote,3,13,5,0,4,2,2,29,0.10344827586206896,0.4482758620689655,0.1724137931034483,0.0,0.13793103448275862,0.06896551724137931,0.06896551724137931
339,Mandeep Singh,1,6,2,0,1,2,0,12,0.08333333333333333,0.5,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0
340,MJ Clarke,20,33,3,0,4,2,2,64,0.3125,0.515625,0.046875,0.0,0.0625,0.03125,0.03125
341,Mohammad Hafeez,20,29,1,0,5,2,2,59,0.3389830508474576,0.4915254237288136,0.01694915254237288,0.0,0.0847457627118644,0.03389830508474576,0.03389830508474576
342,NL McCullum,10,14,2,0,1,2,0,29,0.3448275862068966,0.4827586206896552,0.06896551724137931,0.0,0.034482758620689655,0.06896551724137931,0.0
343,P Raj,7,14,2,1,6,2,1,33,0.21212121212121213,0.42424242424242425,0.06060606060606061,0.030303030303030304,0.18181818181818182,0.06060606060606061,0.030303030303030304
344,R Salam,8,10,4,0,3,2,0,27,0.2962962962962963,0.37037037037037035,0.14814814814814814,0.0,0.1111111111111111,0.07407407407407407,0.0
345,RW Price,1,13,0,0,2,2,0,18,0.05555555555555555,0.7222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0
346,S Midhun,3,4,0,1,2,2,0,12,0.25,0.3333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0
347,S Vidyut,4,4,1,0,1,2,1,13,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693
348,SB Wagh,40,29,6,0,21,2,5,103,0.3883495145631068,0.2815533980582524,0.05825242718446602,0.0,0.20388349514563106,0.019417475728155338,0.04854368932038835
349,Shoaib Akhtar,18,12,3,0,6,2,5,46,0.391304347826087,0.2608695652173913,0.06521739130434782,0.0,0.13043478260869565,0.043478260869565216,0.10869565217391304
350,SM Harwood,30,17,6,1,6,2,3,65,0.46153846153846156,0.26153846153846155,0.09230769230769231,0.015384615384615385,0.09230769230769231,0.03076923076923077,0.046153846153846156
351,Tejas Baroka,6,9,2,0,2,2,0,21,0.2857142857142857,0.42857142857142855,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.0
352,VS Yeligati,6,14,0,0,7,2,0,29,0.20689655172413793,0.4827586206896552,0.0,0.0,0.2413793103448276,0.06896551724137931,0.0
353,AA Kazi,2,7,2,0,1,1,0,13,0.15384615384615385,0.5384615384615384,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.0
354,Abdur Razzak,5,3,1,0,2,1,0,12,0.4166666666666667,0.25,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0
355,AS Raut,6,14,4,0,4,1,0,29,0.20689655172413793,0.4827586206896552,0.13793103448275862,0.0,0.13793103448275862,0.034482758620689655,0.0
356,B Geeves,14,15,1,0,17,1,1,49,0.2857142857142857,0.30612244897959184,0.02040816326530612,0.0,0.3469387755102041,0.02040816326530612,0.02040816326530612
357,C Ganapathy,1,3,0,0,1,1,0,6,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
358,C Munro,5,5,0,0,1,1,0,12,0.4166666666666667,0.4166666666666667,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0
359,CJ McKay,13,17,1,1,8,1,1,42,0.30952380952380953,0.40476190476190477,0.023809523809523808,0.023809523809523808,0.19047619047619047,0.023809523809523808,0.023809523809523808
360,D du Preez,14,13,2,3,6,1,4,43,0.32558139534883723,0.3023255813953488,0.046511627906976744,0.06976744186046512,0.13953488372093023,0.023255813953488372,0.09302325581395349
361,D Short,6,7,1,0,1,1,1,17,0.35294117647058826,0.4117647058823529,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
362,DJ Harris,4,10,1,0,2,1,0,18,0.2222222222222222,0.5555555555555556,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0
363,FY Fazal,1,8,1,0,1,1,0,12,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0
364,GH Vihari,16,12,2,0,4,1,1,36,0.4444444444444444,0.3333333333333333,0.05555555555555555,0.0,0.1111111111111111,0.027777777777777776,0.027777777777777776
365,GR Napier,7,11,1,0,2,1,1,23,0.30434782608695654,0.4782608695652174,0.043478260869565216,0.0,0.08695652173913043,0.043478260869565216,0.043478260869565216
366,JM Kemp,12,20,2,0,6,1,3,44,0.2727272727272727,0.45454545454545453,0.045454545454545456,0.0,0.13636363636363635,0.022727272727272728,0.06818181818181818
367,L Ablish,7,19,3,0,11,1,3,44,0.1590909090909091,0.4318181818181818,0.06818181818181818,0.0,0.25,0.022727272727272728,0.06818181818181818
368,M Manhas,15,21,2,1,2,1,0,42,0.35714285714285715,0.5,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.0
369,O Thomas,12,27,2,2,9,1,5,58,0.20689655172413793,0.46551724137931033,0.034482758620689655,0.034482758620689655,0.15517241379310345,0.017241379310344827,0.08620689655172414
370,RG More,3,19,7,0,5,1,1,36,0.08333333333333333,0.5277777777777778,0.19444444444444445,0.0,0.1388888888888889,0.027777777777777776,0.027777777777777776
371,S Rutherford,6,29,4,0,4,1,1,45,0.13333333333333333,0.6444444444444445,0.08888888888888889,0.0,0.08888888888888889,0.022222222222222223,0.022222222222222223
372,SA Abbott,6,15,2,0,8,1,0,32,0.1875,0.46875,0.0625,0.0,0.25,0.03125,0.0
373,SM Boland,12,18,3,0,6,1,2,42,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.0,0.14285714285714285,0.023809523809523808,0.047619047619047616
374,SR Tendulkar,4,22,3,0,6,1,0,36,0.1111111111111111,0.6111111111111112,0.08333333333333333,0.0,0.16666666666666666,0.027777777777777776,0.0
375,A Roy,3,11,0,0,0,0,1,15,0.2,0.7333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667
376,AC Gilchrist,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,AM Rahane,1,3,1,0,0,0,1,6,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
378,BJ Rohrer,1,4,0,0,2,0,0,7,0.14285714285714285,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0
379,DJ Thornely,16,20,0,0,5,0,3,44,0.36363636363636365,0.45454545454545453,0.0,0.0,0.11363636363636363,0.0,0.06818181818181818
380,H Vihari,0,5,0,0,1,0,0,6,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0
381,JW Hastings,28,16,3,0,11,0,3,61,0.45901639344262296,0.26229508196721313,0.04918032786885246,0.0,0.18032786885245902,0.0,0.04918032786885246
382,KMDN Kulasekara,40,32,12,0,16,0,5,105,0.38095238095238093,0.3047619047619048,0.11428571428571428,0.0,0.1523809523809524,0.0,0.047619047619047616
383,KS Williamson,2,3,0,0,1,0,0,6,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,0.0,0.0
384,LA Carseldine,3,2,0,0,1,0,1,7,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
385,M Lomror,2,11,2,0,3,0,0,18,0.1111111111111111,0.6111111111111112,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0
386,M Vijay,8,21,2,0,6,0,0,37,0.21621621621621623,0.5675675675675675,0.05405405405405406,0.0,0.16216216216216217,0.0,0.0
387,MB Parmar,4,9,0,0,6,0,0,19,0.21052631578947367,0.47368421052631576,0.0,0.0,0.3157894736842105,0.0,0.0
388,NB Singh,12,7,0,0,2,0,1,22,0.5454545454545454,0.3181818181818182,0.0,0.0,0.09090909090909091,0.0,0.045454545454545456
389,NJ Rimmington,9,3,2,0,3,0,0,17,0.5294117647058824,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.0,0.0
390,PM Sarvesh Kumar,10,12,1,0,7,0,1,31,0.3225806451612903,0.3870967741935484,0.03225806451612903,0.0,0.22580645161290322,0.0,0.03225806451612903
391,RA Shaikh,1,3,0,0,2,0,0,6,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
392,RA Tripathi,0,4,0,0,2,0,0,6,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
393,RR Bose,5,0,2,0,5,0,0,12,0.4166666666666667,0.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0
394,RS Gavaskar,2,2,1,0,1,0,0,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
395,S Dube,3,8,0,0,0,0,0,11,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.0,0.0
396,S Rana,5,8,1,0,2,0,0,16,0.3125,0.5,0.0625,0.0,0.125,0.0,0.0
397,SA Yadav,2,2,1,0,1,0,0,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
398,Sachin Baby,3,4,0,0,1,0,2,10,0.3,0.4,0.0,0.0,0.1,0.0,0.2
399,SN Khan,0,0,1,0,1,0,0,2,0.0,0.0,0.5,0.0,0.5,0.0,0.0
400,SPD Smith,0,1,0,0,1,0,0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0
401,SS Mundhe,3,2,0,0,1,0,1,7,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
402,SS Sarkar,3,16,1,0,4,0,1,25,0.12,0.64,0.04,0.0,0.16,0.0,0.04
403,T Henderson,13,12,4,0,5,0,1,35,0.37142857142857144,0.34285714285714286,0.11428571428571428,0.0,0.14285714285714285,0.0,0.02857142857142857
404,Y Gnaneswara Rao,3,1,1,0,1,0,0,6,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
